participant.label,trial,id_in_group,choice1,choice2,computer_choice1,computer_choice2,bet1,bet2,chosen_image_computer,chosen_image_computer_two,my_page_load_time,initial_choice_time,initial_bet_time,second_choice_time,second_bet_time,computer_choice_one,computer_bet_one,computer_choice_two,computer_bet_two
66b8830e5812d8df82589ef3,14,3,right,right,NA,NA,3,3,NA,NA,0.51,0.99,0.49,0.44,0.35,0,0,0,0
66b8830e5812d8df82589ef3,15,3,right,right,NA,NA,3,3,NA,NA,0.49,1.28,0.48,0.54,0.57,0,0,0,0
66b8830e5812d8df82589ef3,16,3,left,left,NA,NA,3,3,NA,NA,0.48,0.99,0.51,1,0.62,0,0,0,0
66b8830e5812d8df82589ef3,17,3,left,left,NA,NA,3,3,NA,NA,0.67,1.46,0.78,0.33,0.5,0,0,0,0
66b8830e5812d8df82589ef3,18,3,left,left,NA,NA,3,3,NA,NA,0.46,0.84,0.41,0.33,0.38,0,0,0,0
66b8830e5812d8df82589ef3,19,3,left,left,NA,NA,3,3,NA,NA,0.56,2.09,0.63,0.47,0.38,0,0,0,0
66b8830e5812d8df82589ef3,20,3,right,right,NA,NA,3,3,NA,NA,0.73,1.85,0.48,0.68,0.33,0,0,0,0
66b8830e5812d8df82589ef3,21,3,left,left,NA,NA,3,3,NA,NA,0.43,0.88,0.42,0.4,0.31,0,0,0,0
66b8830e5812d8df82589ef3,22,3,left,left,NA,NA,3,3,NA,NA,0.57,0.97,0.31,0.33,0.56,0,0,0,0
66b8830e5812d8df82589ef3,23,3,left,left,NA,NA,3,3,NA,NA,0.54,1.83,0.49,0.4,0.43,0,0,0,0
66b8830e5812d8df82589ef3,24,3,left,left,NA,NA,3,3,NA,NA,0.43,1.05,0.35,0.33,0.4,0,0,0,0
66b8830e5812d8df82589ef3,25,3,right,right,NA,NA,3,3,NA,NA,0.51,1.09,0.37,0.37,0.32,0,0,0,0
66b8830e5812d8df82589ef3,26,3,right,right,NA,NA,3,3,NA,NA,0.44,1.16,0.09,0.45,0.3,0,0,0,0
66b8830e5812d8df82589ef3,27,3,right,right,NA,NA,3,3,NA,NA,0.7,0.62,0.46,0.49,0.4,0,0,0,0
66b8830e5812d8df82589ef3,28,3,right,right,NA,NA,3,3,NA,NA,0.69,0.85,0.39,0.4,0.43,0,0,0,0
66b8830e5812d8df82589ef3,29,3,right,right,NA,NA,3,3,NA,NA,0.49,0.76,0.34,0.36,0.28,0,0,0,0
66b8830e5812d8df82589ef3,30,3,right,right,NA,NA,3,3,NA,NA,0.62,0.64,0.36,0.33,0.42,0,0,0,0
66b8830e5812d8df82589ef3,31,3,left,left,NA,NA,3,3,NA,NA,0.55,1.31,0.55,0.34,0.36,0,0,0,0
66b8830e5812d8df82589ef3,32,3,left,left,NA,NA,3,3,NA,NA,0.52,0.8,0.52,0.35,0.45,0,0,0,0
66b8830e5812d8df82589ef3,33,3,right,right,NA,NA,3,3,NA,NA,0.52,0.61,0.33,0.33,0.34,0,0,0,0
66b8830e5812d8df82589ef3,34,3,right,right,NA,NA,3,3,NA,NA,0.48,0.58,0.61,0.5,1.43,0,0,0,0
66b8830e5812d8df82589ef3,35,3,left,left,NA,NA,3,3,NA,NA,0.52,1.15,0.58,0.41,1.77,0,0,0,0
66b8830e5812d8df82589ef3,36,3,right,right,NA,NA,3,3,NA,NA,0.63,1.07,0.38,0.39,0.36,0,0,0,0
66b8830e5812d8df82589ef3,37,3,right,right,NA,NA,3,3,NA,NA,0.41,0.63,0.49,0.43,0.41,0,0,0,0
66b8830e5812d8df82589ef3,38,3,left,left,NA,NA,3,3,NA,NA,0.5,1.17,0.29,0.45,0.33,0,0,0,0
66b8830e5812d8df82589ef3,39,3,left,left,NA,NA,3,3,NA,NA,0.55,0.78,0.44,0.43,0.35,0,0,0,0
66b8830e5812d8df82589ef3,40,3,left,right,NA,NA,3,3,NA,NA,0.47,1.13,0.6,0.35,1.3,0,0,0,0
66b8830e5812d8df82589ef3,41,3,left,right,NA,NA,3,3,NA,NA,0.68,0.8,1.42,0.61,0.43,0,0,0,0
66b8830e5812d8df82589ef3,42,3,left,left,NA,NA,3,3,NA,NA,0.5,1.12,0.64,0.34,0.36,0,0,0,0
66b8830e5812d8df82589ef3,43,3,right,right,NA,NA,3,3,NA,NA,0.51,0.47,0.3,0.32,0.41,0,0,0,0
66b8830e5812d8df82589ef3,44,3,right,right,NA,NA,3,3,NA,NA,0.51,0.81,0.58,0.47,0.42,0,0,0,0
66b8830e5812d8df82589ef3,45,3,left,left,NA,NA,3,3,NA,NA,0.59,1.14,0.4,0.37,0.58,0,0,0,0
66b8830e5812d8df82589ef3,46,3,right,right,NA,NA,3,3,NA,NA,0.57,1.04,0.61,0.33,0.42,0,0,0,0
66b8830e5812d8df82589ef3,47,3,right,right,NA,NA,3,3,NA,NA,0.84,1,0.41,0.41,0.39,0,0,0,0
66b8830e5812d8df82589ef3,48,3,right,right,NA,NA,3,3,NA,NA,0.47,1.02,0.45,0.39,0.46,0,0,0,0
66b8830e5812d8df82589ef3,49,3,right,right,NA,NA,3,3,NA,NA,0.45,0.94,0.41,0.31,0.38,0,0,0,0
66b8830e5812d8df82589ef3,50,3,left,left,NA,NA,3,3,NA,NA,0.97,0.87,0.38,0.44,0.38,0,0,0,0
66b8830e5812d8df82589ef3,51,3,left,left,NA,NA,3,3,NA,NA,0.59,0.92,0.53,1.07,1.57,0,0,0,0
66b8830e5812d8df82589ef3,52,3,right,right,NA,NA,3,3,NA,NA,0.53,1.14,1.08,0.44,0.39,0,0,0,0
66b8830e5812d8df82589ef3,53,3,left,left,NA,NA,3,3,NA,NA,0.67,1.43,0.37,0.8,0.38,0,0,0,0
66b8830e5812d8df82589ef3,54,3,left,left,NA,NA,3,3,NA,NA,0.5,0.77,0.39,0.36,0.37,0,0,0,0
66b8830e5812d8df82589ef3,55,3,left,left,NA,NA,3,3,NA,NA,0.83,0.64,0.38,0.3,0.34,0,0,0,0
66b8830e5812d8df82589ef3,56,3,right,right,NA,NA,3,3,NA,NA,0.66,0.95,0.49,0.49,0.44,0,0,0,0
66b8830e5812d8df82589ef3,57,3,left,left,NA,NA,3,3,NA,NA,0.8,1.37,0.48,0.4,0.32,0,0,0,0
66b8830e5812d8df82589ef3,58,3,right,right,NA,NA,3,3,NA,NA,0.49,0.89,0.32,0.34,0.35,0,0,0,0
66b8830e5812d8df82589ef3,59,3,left,left,NA,NA,3,3,NA,NA,0.73,0.9,0.43,0.61,0.42,0,0,0,0
66b8830e5812d8df82589ef3,60,3,left,left,NA,NA,3,3,NA,NA,0.53,1.05,0.37,0.33,0.39,0,0,0,0
676edbd71b2d6c518eae7b45,1,2,right,right,NA,NA,1,1,NA,NA,0.42,0.66,0.5,0.48,0.38,0,0,0,0
676edbd71b2d6c518eae7b45,2,2,right,right,NA,NA,3,2,NA,NA,0.7,1.83,0.97,0.29,0.41,0,0,0,0
676edbd71b2d6c518eae7b45,3,2,right,right,NA,NA,2,2,NA,NA,0.84,2.85,0.91,1.2,0.36,0,0,0,0
676edbd71b2d6c518eae7b45,4,2,right,left,NA,NA,2,1,NA,NA,0.53,2.25,1.07,1.66,0.85,0,0,0,0
676edbd71b2d6c518eae7b45,5,2,right,right,NA,NA,3,3,NA,NA,0.51,0.71,0.46,0.59,0.29,0,0,0,0
676edbd71b2d6c518eae7b45,6,2,left,left,NA,NA,3,3,NA,NA,0.57,1.14,0.94,0.66,0.29,0,0,0,0
676edbd71b2d6c518eae7b45,7,2,left,left,NA,NA,3,3,NA,NA,0.54,1.21,0.39,0.32,0.36,0,0,0,0
676edbd71b2d6c518eae7b45,8,2,right,right,NA,NA,3,3,NA,NA,0.62,1.22,0.92,0.42,0.36,0,0,0,0
676edbd71b2d6c518eae7b45,9,2,left,left,NA,NA,3,3,NA,NA,0.44,1.27,0.39,0.56,0.35,0,0,0,0
676edbd71b2d6c518eae7b45,10,2,left,left,NA,NA,3,3,NA,NA,0.56,1.02,0.37,1.23,0.38,0,0,0,0
676edbd71b2d6c518eae7b45,11,2,left,left,NA,NA,3,3,NA,NA,1.22,1.06,0.46,0.67,1.05,0,0,0,0
676edbd71b2d6c518eae7b45,12,2,left,right,NA,NA,3,3,NA,NA,0.42,1.54,0.44,0.48,0.32,0,0,0,0
676edbd71b2d6c518eae7b45,13,2,left,left,NA,NA,3,3,NA,NA,0.76,0.69,0.4,0.12,3,0,0,0,1
676edbd71b2d6c518eae7b45,14,2,left,left,NA,NA,3,3,NA,NA,0.71,1.72,0.52,1.03,0.34,0,0,0,0
676edbd71b2d6c518eae7b45,15,2,right,right,NA,NA,3,3,NA,NA,0.46,1.44,0.44,2.35,2.58,0,0,0,0
676edbd71b2d6c518eae7b45,16,2,left,left,NA,NA,3,3,NA,NA,0.58,0.69,0.41,0.49,0.32,0,0,0,0
676edbd71b2d6c518eae7b45,17,2,right,right,NA,NA,3,3,NA,NA,0.55,2.66,1.62,1.04,0.36,0,0,0,0
676edbd71b2d6c518eae7b45,18,2,right,NA,NA,left,3,1,NA,option1B_tr.bmp,2.46,0.96,3,3,3,0,1,1,1
676edbd71b2d6c518eae7b45,19,2,right,right,NA,NA,2,3,NA,NA,0.72,0.72,1.14,0.37,0.36,0,0,0,0
676edbd71b2d6c518eae7b45,20,2,right,right,NA,NA,2,2,NA,NA,0.77,0.68,3,0.41,3,0,0,0,1
676edbd71b2d6c518eae7b45,21,2,right,right,NA,NA,3,3,NA,NA,0.54,0.79,0.42,0.59,0.5,0,0,0,0
676edbd71b2d6c518eae7b45,22,2,left,left,NA,NA,3,3,NA,NA,0.41,0.73,0.69,0.46,1.23,0,0,0,0
676edbd71b2d6c518eae7b45,23,2,left,left,NA,NA,3,3,NA,NA,0.59,0.19,2.04,0.44,0.4,0,0,0,0
676edbd71b2d6c518eae7b45,24,2,right,right,NA,NA,3,3,NA,NA,0.54,0.55,0.69,0.33,0.36,0,0,0,0
676edbd71b2d6c518eae7b45,25,2,right,right,NA,NA,3,3,NA,NA,0.47,0.55,1.71,1.28,0.61,0,0,0,0
676edbd71b2d6c518eae7b45,26,2,right,left,NA,NA,3,3,NA,NA,0.57,1.68,0.69,0.41,0.52,0,0,0,0
676edbd71b2d6c518eae7b45,27,2,left,left,NA,NA,3,3,NA,NA,0.56,1.46,0.67,0.72,0.68,0,0,0,0
676edbd71b2d6c518eae7b45,28,2,left,left,NA,NA,3,3,NA,NA,0.55,0.48,0.87,0.84,0.5,0,0,0,0
676edbd71b2d6c518eae7b45,29,2,left,left,NA,NA,3,3,NA,NA,0.79,2.03,0.92,1.96,0.9,0,0,0,0
676edbd71b2d6c518eae7b45,30,2,left,left,NA,NA,3,3,NA,NA,0.48,1.47,0.36,0.73,0.28,0,0,0,0
676edbd71b2d6c518eae7b45,31,2,right,NA,NA,right,3,3,NA,option1A_tr.bmp,0.63,0.96,0.35,3,3,0,0,1,1
676edbd71b2d6c518eae7b45,32,2,left,left,NA,NA,3,3,NA,NA,0.49,0.66,0.44,0.46,0.45,0,0,0,0
676edbd71b2d6c518eae7b45,33,2,left,left,NA,NA,3,3,NA,NA,0.53,1.04,3,1.21,0.43,0,1,0,0
676edbd71b2d6c518eae7b45,34,2,left,left,NA,NA,3,3,NA,NA,0.43,0.42,0.45,0.4,0.43,0,0,0,0
676edbd71b2d6c518eae7b45,35,2,left,left,NA,NA,3,3,NA,NA,0.55,0.58,0.74,1.27,0.96,0,0,0,0
676edbd71b2d6c518eae7b45,36,2,left,left,NA,NA,3,3,NA,NA,0.52,2.83,0.95,1.35,0.74,0,0,0,0
676edbd71b2d6c518eae7b45,37,2,left,left,NA,NA,3,3,NA,NA,0.59,1.21,0.41,0.48,0.41,0,0,0,0
676edbd71b2d6c518eae7b45,38,2,right,right,NA,NA,3,3,NA,NA,0.68,0.81,1.08,0.35,0.43,0,0,0,0
676edbd71b2d6c518eae7b45,39,2,right,right,NA,NA,3,3,NA,NA,0.54,1.15,0.77,1.44,0.45,0,0,0,0
676edbd71b2d6c518eae7b45,40,2,right,right,NA,NA,3,3,NA,NA,0.64,0.5,0.32,0.8,1.2,0,0,0,0
676edbd71b2d6c518eae7b45,41,2,right,right,NA,NA,3,3,NA,NA,0.51,0.63,0.85,0.5,0.46,0,0,0,0
676edbd71b2d6c518eae7b45,42,2,right,right,NA,NA,3,3,NA,NA,0.53,0.76,1.69,0.5,0.46,0,0,0,0
676edbd71b2d6c518eae7b45,43,2,left,left,NA,NA,3,3,NA,NA,1.08,1.81,0.44,1.21,1.35,0,0,0,0
676edbd71b2d6c518eae7b45,44,2,right,right,NA,NA,3,3,NA,NA,0.53,0.66,1.44,0.43,0.43,0,0,0,0
676edbd71b2d6c518eae7b45,45,2,right,right,NA,NA,3,3,NA,NA,0.84,0.68,0.7,1.19,0.71,0,0,0,0
676edbd71b2d6c518eae7b45,46,2,right,right,NA,NA,2,3,NA,NA,0.73,0.46,3,0.76,0.55,0,1,0,0
676edbd71b2d6c518eae7b45,47,2,left,left,NA,NA,3,3,NA,NA,0.58,0.56,0.41,0.77,0.92,0,0,0,0
676edbd71b2d6c518eae7b45,48,2,left,left,NA,NA,3,3,NA,NA,0.51,0.44,0.41,0.44,2.84,0,0,0,0
676edbd71b2d6c518eae7b45,49,2,right,left,NA,NA,2,3,NA,NA,1.26,0.45,1.06,0.33,0.43,0,0,0,0
676edbd71b2d6c518eae7b45,50,2,left,left,NA,NA,3,3,NA,NA,0.49,0.87,0.35,0.51,0.39,0,0,0,0
676edbd71b2d6c518eae7b45,51,2,left,left,NA,NA,3,3,NA,NA,0.49,0.72,1.15,0.96,0.63,0,0,0,0
676edbd71b2d6c518eae7b45,52,2,left,left,NA,NA,3,3,NA,NA,0.77,0.93,1.06,1.94,0.53,0,0,0,0
676edbd71b2d6c518eae7b45,53,2,right,right,NA,NA,3,3,NA,NA,0.57,0.69,0.61,0.7,0.59,0,0,0,0
676edbd71b2d6c518eae7b45,54,2,right,right,NA,NA,3,3,NA,NA,0.57,0.43,0.96,0.16,0.32,0,0,0,0
676edbd71b2d6c518eae7b45,55,2,left,left,NA,NA,3,3,NA,NA,0.57,1.88,1.22,0.54,1.09,0,0,0,0
676edbd71b2d6c518eae7b45,56,2,left,left,NA,NA,3,3,NA,NA,0.57,1.7,2.52,1.82,0.7,0,0,0,0
676edbd71b2d6c518eae7b45,57,2,right,right,NA,NA,3,3,NA,NA,0.48,1.14,0.48,1.08,0.5,0,0,0,0
676edbd71b2d6c518eae7b45,58,2,right,left,NA,NA,3,2,NA,NA,0.56,1.15,0.76,0.51,0.29,0,0,0,0
676edbd71b2d6c518eae7b45,59,2,left,right,NA,NA,3,2,NA,NA,0.49,0.69,0.35,0.49,1.59,0,0,0,0
676edbd71b2d6c518eae7b45,60,2,right,right,NA,NA,3,2,NA,NA,0.44,1.54,1.8,1.29,1.85,0,0,0,0
