Submission id,Participant id,Status,Custom study tncs accepted at,Started at,Completed at,Reviewed at,Archived at,Time taken,Completion code,Total approvals,Primary language,Age,Sex,Ethnicity simplified,Country of birth,Country of residence,Nationality,Language,Student status,Employment status
67b6feec2a1765da46b6b1e0,5aeabf2c15a9c300011acbc3,RETURNED,Not Applicable,2025-02-20T10:17:40.774000Z,,,2025-02-20T10:52:37.889949Z,,,1478,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
67b6ff12a18f746962b8a3f2,59b5a275c05bb50001eb3c4b,APPROVED,Not Applicable,2025-02-20T10:08:23.581000Z,2025-02-20T10:09:32.632000Z,2025-02-20T10:09:35.920000Z,2025-02-20T10:09:33.357389Z,70.0,CT07DN9I,1280,English,46,Male,White,United Kingdom,United Kingdom,United Kingdom,English,DATA_EXPIRED,DATA_EXPIRED
67b6ff29d1776834f9407542,6752efd86136ec83b4e576bc,APPROVED,Not Applicable,2025-02-20T10:09:56.884000Z,2025-02-20T10:10:41.827000Z,2025-02-20T10:10:42.667000Z,2025-02-20T10:10:42.585442Z,45.0,CT07DN9I,129,English,34,Male,Black,Nigeria,United Kingdom,Nigeria,English,No,Full-Time
67b6ff3929e464d0f938caf7,5fd2c2c727a4dc0da4da81f1,APPROVED,Not Applicable,2025-02-20T10:09:08.631000Z,2025-02-20T10:09:41.855000Z,2025-02-20T10:09:42.465000Z,2025-02-20T10:09:42.379743Z,34.0,CT07DN9I,169,English,49,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
67b6ff4cf91fc9c086be50e6,66502c8dc29366cf9a8b372f,APPROVED,Not Applicable,2025-02-20T10:09:30.897000Z,2025-02-20T10:09:53.634000Z,2025-02-20T10:12:47.848000Z,2025-02-20T10:09:54.144155Z,23.0,CT07DN9I,514,English,27,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Part-Time
67b6ff6c121e10426445d954,5c97f7ed18a759001648027a,APPROVED,Not Applicable,2025-02-20T10:09:59.049000Z,2025-02-20T10:14:04.250000Z,2025-02-20T10:14:09.313000Z,2025-02-20T10:14:04.936225Z,246.0,CT07DN9I,739,English,32,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
67b6ffaa253417efb538c5de,5f54d772f5bba984fdf8676e,APPROVED,Not Applicable,2025-02-20T10:10:54.938000Z,2025-02-20T10:11:16.205000Z,2025-02-20T10:12:48.255000Z,2025-02-20T10:11:16.660221Z,22.0,CT07DN9I,1582,English,27,Female,Mixed,United Kingdom,United Kingdom,United Kingdom,English,DATA_EXPIRED,DATA_EXPIRED
67b6ffe0983d45462d2d8844,62e94c384f809b7d0831f4ea,APPROVED,Not Applicable,2025-02-20T10:11:59.466000Z,2025-02-20T10:12:16.126000Z,2025-02-20T10:12:48.637000Z,2025-02-20T10:12:16.722645Z,17.0,CT07DN9I,1961,English,34,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
67b6fff171c5ee9b95e339b9,5fe778f1116bbf5ae29431b2,RETURNED,Not Applicable,2025-02-20T10:12:08.699000Z,2025-02-20T10:12:25.549000Z,,2025-02-20T10:52:37.888392Z,,C119OUC7,1094,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
67b6fff1a913e67f6bc0739b,6136268099d74b519c1c9287,RETURNED,Not Applicable,2025-02-20T10:22:01.324000Z,,,2025-02-20T10:52:37.943297Z,,,478,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
67b70059c9d9f0f914bae927,56cf6e8d31a5bc0006e1cdf5,RETURNED,Not Applicable,2025-02-20T10:23:45.242000Z,,,2025-02-20T10:52:37.900621Z,,,4245,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
67b7006b7d71e9ccb3df09b7,611fa7b279901f96a0e5f2e3,APPROVED,Not Applicable,2025-02-20T10:14:23.155000Z,2025-02-20T10:15:34.193000Z,2025-02-20T10:15:37.442000Z,2025-02-20T10:15:35.311857Z,72.0,CT07DN9I,875,"Welsh, English",30,Female,White,United Kingdom,United Kingdom,United Kingdom,Welsh,No,Full-Time
67b700bed4f12e6875d4bca3,6101558002f647907b993980,AWAITING REVIEW,Not Applicable,2025-02-20T10:15:48.502000Z,2025-02-20T10:16:23.870000Z,,2025-02-20T10:16:24.524600Z,36.0,C119OUC7,2039,English,54,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
67b700e20d5d24385e7c589d,5797564b70c76a0001245734,APPROVED,Not Applicable,2025-02-20T10:16:44.478000Z,2025-02-20T10:17:01.877000Z,2025-02-20T10:19:15.947000Z,2025-02-20T10:17:02.420465Z,18.0,CT07DN9I,3464,English,37,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
67b7014a5dedbfdb18403712,60461bfeeac81b04cf62f7a6,RETURNED,Not Applicable,2025-02-20T10:17:46.708000Z,,,2025-02-20T10:52:37.903172Z,,,2307,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
67b701abc7cf7d58ff1b9a68,5acd63a20527ba0001c28078,APPROVED,Not Applicable,2025-02-20T10:19:29.234000Z,2025-02-20T10:19:56.931000Z,2025-02-20T10:20:13.623000Z,2025-02-20T10:19:57.491548Z,28.0,CT07DN9I,1923,English,63,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
67b701be001f0d15e137759b,5e459f61418f610891628564,APPROVED,Not Applicable,2025-02-20T10:20:03.227000Z,2025-02-20T10:20:21.876000Z,2025-02-20T10:20:54.973000Z,2025-02-20T10:20:22.406357Z,19.0,CT07DN9I,2768,English,35,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
67b701d77ae45ee48dd77684,673789bed0ce05cea7ae8a9f,APPROVED,Not Applicable,2025-02-20T10:25:03.619000Z,2025-02-20T10:27:11.101000Z,2025-02-20T10:27:11.868000Z,2025-02-20T10:27:11.784142Z,128.0,CT07DN9I,274,English,34,Female,Black,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
67b701f3211cb21f4afe967e,6151c41b95d411bbd67481ad,RETURNED,Not Applicable,2025-02-20T10:20:35.741000Z,,,2025-02-20T10:52:37.965571Z,,,514,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
67b702361270341bc5fdb043,6120e3a34f6ad742437d6c95,APPROVED,Not Applicable,2025-02-20T10:21:47.281000Z,2025-02-20T10:21:58.138000Z,2025-02-20T10:22:09.333000Z,2025-02-20T10:21:58.796202Z,11.0,CT07DN9I,2351,English,40,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
67b70278cbc4ab4eafaf2a1d,671ccd472389ecce30562f88,APPROVED,Not Applicable,2025-02-20T10:23:20.548000Z,2025-02-20T10:27:00.580000Z,2025-02-20T10:27:02.996000Z,2025-02-20T10:27:01.491119Z,221.0,CT07DN9I,224,English,49,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Part-Time
67b702ced9f2497e1060fcbc,662f787db43293da9456adb8,TIMED-OUT,Not Applicable,2025-02-20T10:24:23.296000Z,,,2025-02-20T10:52:37.904138Z,1695.0,,180,English,28,Female,White,Belgium,United Kingdom,United Kingdom,English,DATA_EXPIRED,DATA_EXPIRED
67b703537abc9fd9ab87016d,669ccec35c9a0ab8c376a0ae,RETURNED,Not Applicable,2025-02-20T10:36:27.238000Z,,,2025-02-20T10:52:37.915376Z,,,452,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
67b703fc9a6eb170c6a87beb,5f884590af7e0e2c123d766c,APPROVED,Not Applicable,2025-02-20T10:29:22.588000Z,2025-02-20T10:29:47.830000Z,2025-02-20T10:31:23.168000Z,2025-02-20T10:29:48.352944Z,26.0,CT07DN9I,238,English,34,Female,Mixed,Colombia,United Kingdom,Colombia,Spanish,No,Full-Time
67b7091649ca9c0b2f122b9c,676593d5521529ccc9b41e31,APPROVED,Not Applicable,2025-02-20T10:51:08.639000Z,2025-02-20T10:51:26.411000Z,2025-02-20T10:51:34.734000Z,2025-02-20T10:51:27.412974Z,18.0,CT07DN9I,18,English,36,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
